Year,Netflix,Amazon Prime,Disney+,Hulu
2018,55,,,
2017,55,,,
2018,55,,,
2003,55,,,
2018,55,,,
2017,55,,,
2016,55,,,
2021,55,,,
2019,55,,,
2018,55,,,
2016,55,,,
2019,55,,,
2018,55,,,
2021,55,,,
2008,55,,,
2016,55,,,
2014,54,,,
2014,54,,,
2014,54,,,
2013,54,,,
2017,54,,,
2018,54,,,
2016,54,54,,
2008,54,54,,
2019,54,,,
2013,54,,,
2020,54,,,
1982,54,,,
2016,54,,,
2018,54,,,
2017,54,,,
2014,54,,,
2016,54,,,
2020,54,,,
2020,54,,,
2019,54,,,
2017,54,,,
2012,54,,,54
2018,54,,,
2019,54,,,
2013,54,,,
2014,54,,,
1999,54,,,
2014,54,,,
2020,54,,,
2015,54,,,
2014,54,,,
2021,54,,,
2018,54,,,
2017,54,,,
2019,54,,,
2020,54,,,
2018,54,,,
2019,54,,,
2014,54,,,
2019,54,,,
2019,54,,,
2019,54,,,
2021,54,,,
2015,54,,,
2019,54,,,
2014,54,54,,
2019,54,,,
2008,54,,,
2020,54,,,
2018,54,,,
2020,54,,,
1986,54,54,,
2019,54,,,
2019,54,,,
2016,54,,,
2018,54,,,
2016,54,,,
2015,54,,,
2015,54,,,
1993,54,,,
2016,54,,,
2020,54,,,
2017,54,,,
2020,54,,,
2016,54,,,
2015,54,,,
2018,54,,,
2005,54,,54,
2018,54,,,
2017,54,,,
2015,54,54,,
2019,54,,,
2019,54,,,
2021,54,,,
2020,54,,,
2019,54,,,
2005,54,,,
2019,54,,,
2014,54,,,
2021,54,,,
2012,54,,,
2015,54,,,
2016,54,,,
2021,54,,,
2015,54,54,,54
2020,54,,,
2017,54,,,
2020,54,,,
2018,54,,,
2016,54,,,
2017,54,,,
2013,53,,,
2013,53,,,
2019,53,,,
2019,53,,,
2016,53,,,
2021,53,,,
2018,53,,,
1963,53,,,
2021,53,,,
2015,53,,,
2016,53,,,
2019,53,,,
2017,53,,,
2015,53,,,
2019,53,,,
2017,53,53,,
2017,53,53,,
2015,53,,,
1976,53,,,
2017,53,,,
1999,53,,,
2006,53,,,
2020,53,,,
2021,53,,,
2020,53,,,
2020,53,,,
2015,53,,,
2019,53,,,
2014,53,,,
2020,53,,,
2019,53,,,
2020,53,,,
2013,53,,,
2020,53,,,
2015,53,,,
1999,53,,,
2014,53,,,
2019,53,,,
2017,53,,,
2019,53,,,
2016,53,,,
2016,53,,,
2015,53,,,
2018,53,,,
1982,53,,,
2020,53,,,
2017,53,,,
2019,53,,,
2021,53,,,
2018,53,,,
1992,53,,,
2020,53,,,
2016,53,,,
2012,53,,,
2020,53,,,
2011,53,,,
2020,53,,,
2018,53,,,
2015,53,,,
2016,53,,,
2021,53,,,
2020,53,,,
2017,53,,,
2020,53,,,
2019,53,,,
2019,53,,,
2018,53,,,
2019,53,,,
2015,53,,,
2020,53,,,
2017,53,,,
2019,53,,,
2017,53,,,
2020,53,,,
2018,53,,,
2019,53,,,
2020,53,,,
2019,53,,,
2017,53,,,
1998,53,,,
2019,53,,,
2020,53,,,
2020,53,,,
2018,53,,,
2020,53,,,
2017,53,,,
2019,53,,,
2018,53,,,
2015,53,,,
2019,53,,,
2015,53,,,
2020,53,,,
2013,53,,,
2020,53,,,
2020,52,,,
2019,52,,,
2019,52,,,
2009,52,,,
2020,52,,,
2011,52,,,
1985,52,,,
2020,52,,,
2019,52,,,
2019,52,,,
2012,52,,,
2017,52,,,
2019,52,,,
2007,52,,,
2016,52,,,
2017,52,,,
2017,52,,,
2021,52,,,
2020,52,,,
2021,52,,,
2015,52,,,
2018,52,,,
2017,52,,,
2015,52,,,
2017,52,,,
2020,52,,,
2019,52,,,
2017,52,,,
2017,52,,,
2020,52,,,
2009,52,,,
2021,52,,,
2016,52,,,
2019,52,,,
2019,52,,,
2018,52,,,
2017,52,,,
2019,52,,,
2017,52,,,
1989,52,,,
2019,52,,,
2017,52,,,
2017,52,,,
2020,52,,,
2011,52,52,,
2016,52,,,
2019,52,,,
1981,52,,,
2019,52,,,
2017,52,,,
2016,52,,,
2021,52,,,
2018,52,,,
2017,52,,,
2016,52,,,
2018,52,,,
2020,52,,,
2021,52,,,
2016,52,,,
2018,52,,,
2016,52,,,
2021,52,,,
2018,52,,,
1979,52,,,
2015,52,,,
2019,52,,,
2017,52,,,
2019,52,,,
2015,52,,,
2020,52,,,
2012,52,,,52
2016,52,,,
2016,52,,,
2014,52,,,
2006,52,,,
2020,52,,,
2017,52,,,
2016,52,,,
2015,52,,,
2017,52,,,
2012,52,,,
2016,52,,,
2018,52,,,
2021,52,,,
2017,52,,,
2021,52,,,
2017,52,,,
2020,52,,,
2017,52,,,
2018,52,,,
2018,52,,,
2020,52,,,
2020,52,,,
2009,52,,,
2020,52,,,
2017,52,,,
1987,52,,,
2005,52,,,
2020,51,,51,
2018,51,,,
2017,51,,,
1995,51,,,
2021,51,,,
2020,51,,,
2019,51,,,
2016,51,,,
2017,51,,,
2018,51,,,
2019,51,,,
2018,51,,,
2017,51,,,
2019,51,,,
2017,51,,,
2015,51,,,
2020,51,,,
2015,51,,,
2016,51,,,
1998,51,,,
2020,51,,,
2017,51,,,
2020,51,,,
2011,51,,,
2018,51,,,
2017,51,,,
2015,51,,,
2019,51,,,
2010,51,,,
1972,51,,,
2019,51,,,
2012,51,,,
2020,51,,,
2020,51,,,
2019,51,,,
2019,51,,,
2019,51,,,
2018,51,,,
2018,51,,,
2021,51,,,
2015,51,,,
2012,51,,,
2020,51,,,
2021,51,,,
2018,51,,,
2018,51,,,
2010,51,51,,
2000,51,,,
2019,51,,,
2021,51,,,
2017,51,,,
2020,51,,,
2020,51,,,
2015,51,,,
2020,51,,,
2017,51,,,
2020,51,,,
2018,51,,,
2019,51,,,
2019,51,,,
2016,51,,,
2021,51,,,
2016,51,,,
2019,51,,,
1954,51,51,,
2021,51,,,
2018,51,,,
2012,51,,,
2020,51,,,
2020,51,,,
2017,51,,,
2017,51,,,
2019,51,,,
2019,51,,,
2015,51,,,
2014,51,,,
2003,51,,,
2017,51,,,
2020,51,,,
2006,51,,,
2015,51,,,
2020,51,,,
2012,51,,,
2005,51,,,
2021,51,,,
2021,51,,,
2006,51,,,
2007,51,,,
2017,51,,,
2014,51,,,
2018,51,,,
2019,51,,,
2018,51,,,
2018,51,,,51
2015,51,,,
2020,51,,,
2019,51,,,
2019,51,,,
2007,51,,,
2020,51,,,
2009,51,,,
2019,51,,,
2014,51,,,
2015,51,,,
2017,51,,,
2019,51,,,
2018,51,,,
2020,51,,,
2019,51,,,
2016,51,,,
2015,50,,,
2017,50,,,
2019,50,,,
2017,50,,,
2016,50,,,
2018,50,,,
2019,50,,,
2016,50,,,
2021,50,,,
2019,50,,,
2011,50,,,
2010,50,,,
2012,50,,,
2021,50,,,
2017,50,,,
2008,50,,,
2010,50,,,
2017,50,,,
2018,50,,,
2016,50,,,
2021,50,,,
2017,50,,,
1996,50,,,
2019,50,,,
2017,50,,,
2012,50,,,
2020,50,,,
2018,50,,,
2016,50,,,
2018,50,50,,
2021,50,,,
2018,50,50,50,
1984,50,,,
2020,50,50,,
2018,50,,,
2017,50,,,
2018,50,,,
2020,50,,,
2019,50,,,
2015,50,,,
2010,50,,,
2015,50,,,
2017,50,,,
2018,50,,,
2016,50,,,
2017,50,,,
2019,50,,,
2019,50,,,
2016,50,,,
2018,50,,,
2009,50,,,
2004,50,,,
2005,50,,,
2013,50,,,
2020,50,,,
2012,50,,,
2016,50,,,
2018,50,,,
2020,50,,,
2009,50,,,
2017,50,,,
2018,50,,,
2017,50,,,
1994,50,50,,
2021,50,,,
2012,50,,,
2017,50,,,
2018,50,,,
2018,50,,,
2018,50,,,
2002,50,,,
2017,50,,,
2020,50,,,
2020,50,,,
2013,50,,,
2012,50,,,
2020,50,,,
2016,50,,,
2020,50,,,
2017,50,,,
2019,50,,,
2017,50,,,
2019,50,,,
2018,50,,,
2017,50,,,
2017,50,,,
2015,50,,,
1992,50,,,
2021,50,,,
2019,50,,,
2005,50,,,
2015,50,,,
2019,50,,,
2020,50,,,
2020,50,,,
2019,50,50,,
2016,50,,,
2019,50,,,
2011,50,,,
2020,50,,,
2019,50,,,
2015,50,,,
2020,50,,,
2011,50,,,
2019,50,50,,
2018,50,,,
2017,50,,,
2018,50,50,,
2019,50,,,
2011,50,,,
2018,50,,,
1988,50,,,
2019,50,,,
2018,50,,,
2019,50,,,
2010,50,,,
2016,50,,,
2016,50,,,
2021,50,,,
2019,50,,,
2020,49,,,49
2018,49,,,
2018,49,,,
2021,49,,,
2016,49,,,
2017,49,,,
2017,49,,,
2003,49,,,
2018,49,,,
2020,49,,,
2018,49,,,
2019,49,,,
2017,49,,,
2019,49,,,
2016,49,,,
2013,49,,,
2021,49,,,
1990,49,,,
2016,49,,,
2014,49,,,
2019,49,,,
2017,49,,,
2021,49,,,
1991,49,,,
1994,49,,,
2020,49,,,
2016,49,,,
2006,49,,,
2017,49,,,
2017,49,,,
2019,49,,,
2018,49,,,
2008,49,,,
2019,49,,,
2019,49,,,
2021,49,,,
2018,49,,,
2015,49,,,
2019,49,,,
2017,49,,,
2014,49,,,
2017,49,,,
2016,49,,,
2021,49,,,
2020,49,,,
2017,49,,,
2013,49,,,
2019,49,,,
2019,49,,,
2011,49,,,
2017,49,,,
2011,49,,,
2015,49,,,
2013,49,,,
2019,49,,,
2016,49,,,
2021,49,,,
2015,49,,,
2013,49,,,
2018,49,,,
2016,49,,,
2016,49,,,
2021,49,,,
2019,49,,,
2018,49,,,
2020,49,,,
2017,49,,,
2014,49,,,
2016,49,,,
2021,49,,,
2019,49,,,
1999,49,,,
2014,49,,,
2021,49,,,
2018,49,49,,
2016,49,,,
2018,49,,,
2019,49,,,
2020,49,,,
2017,49,,,
2017,49,,,
2015,49,,,
2018,49,,,
2019,49,,,
2017,49,,,
2021,49,,,
2021,49,,,
2016,49,,,
1988,49,,,
2019,49,49,,
2020,49,,,
2018,49,,,
2020,49,,,
2020,49,,,
2016,49,,,
2019,49,,,
2009,49,,,
2016,49,,,
2015,49,,,
2018,49,,,
2001,49,,,
2018,49,,,
2021,49,,,
2017,49,,,
2020,49,49,,
2016,49,,,
2017,49,,,
2017,49,,,
2018,49,,,
2020,49,,,
2019,48,,,
2018,48,,,
2018,48,,,
2015,48,,,
2021,48,,,
2016,48,,,
2018,48,,,
2018,48,,,
2018,48,,,
2008,48,,,
2012,48,,,
2021,48,,,
2020,48,,,
2021,48,,,
2018,48,,,
2018,48,,,
2020,48,,,
2018,48,,,
2020,48,,,
2021,48,,,
2007,48,,,
1993,48,,,
2020,48,,,
2020,48,,,
2017,48,,,
2019,48,,,
2015,48,,,
2016,48,,,
2020,48,,,
2016,48,,,
2018,48,,,
2016,48,,,
2000,48,,,
2019,48,,,
2017,48,,,
2012,48,,,
2012,48,,,
2020,48,,,
2021,48,,,
2019,48,,,
2019,48,,,
2008,48,,,
1997,48,48,,
2018,48,,,
2021,48,,,
2021,48,,,
2019,48,,,
2016,48,,,
2017,48,,,
2016,48,,,
2017,48,,,
2019,48,,,
2016,48,,,
1962,48,,,
2003,48,,,
1998,48,,,
1982,48,,,
2018,48,,,
2015,48,,,
2019,48,,,
2014,48,,,
2017,48,,,
2020,48,,,
2018,48,,,
2019,48,,,
2017,48,,,
2020,48,,,
2019,48,,,
2019,48,,,
2019,48,,,
2021,48,,,
2017,48,,,
2019,48,,,
2019,48,,,
2017,48,,,
2020,48,,,
2018,48,,,
2016,48,,,
2015,48,,,
2015,48,,,
2016,48,,,
2017,48,,,
2014,48,48,,
2018,48,,,
1984,48,,,
2020,48,,,
2015,48,,,
2019,48,,,
2019,48,,,
2017,48,,,
2018,48,,,
2019,48,,,
2016,48,,,
2020,48,,,
2017,48,,,
2019,48,,,
2017,48,,,
2020,48,,,
2011,48,,,
2018,48,,,
1986,48,,,
2019,48,,,
2019,48,,,
2019,48,,,
2018,48,,,
1981,48,,,
2014,48,,,
1998,48,,,
2017,48,,,
2013,48,,,
2012,48,48,,
2017,48,,,
2016,48,,,
2015,48,,,
2016,47,,,
2020,47,,,
1990,47,,,
2019,47,,,
2016,47,,,
2017,47,,,
2019,47,,,
2018,47,,,
2018,47,,,
2018,47,,,
2020,47,,,
2016,47,,,
2016,47,,,
2020,47,,,
2015,47,,,
2016,47,,,
2019,47,,,
2020,47,,,
2019,47,,,
2010,47,,,
2008,47,,,
2019,47,,,
1976,47,,,
2016,47,,,
2020,47,,,
2016,47,,,
2015,47,,,
2013,47,,,
1979,47,,,
2018,47,,,
2016,47,,,
2010,47,,,
2020,47,,,
2017,47,,,
2013,47,,,
2019,47,,,
2018,47,,,
2015,47,,,
2021,47,,,
2015,47,,,
2020,47,,,
2017,47,,,
2018,47,,,
2020,47,,,
2020,47,,,
1991,47,,,
2017,47,,,
2007,47,,,
2012,47,,,
2012,47,,,
2014,47,,,
2020,47,,,
2018,47,,,
2020,47,,,
2019,47,,,
2017,47,,,
2012,47,,,
2018,47,,,
2017,47,,,
2012,47,,,
2017,47,,,
2017,47,,,
2014,47,,,
2019,47,,,
2020,47,,,
2019,47,,,
2018,47,,,
2012,47,,,
2018,47,,,
2019,47,,,
2016,47,,,
2018,47,,,
2008,47,,,
2018,47,,,
2017,47,,,
2019,47,,,
2020,47,,,
2020,47,,,
2019,47,,,
2019,47,,,
2018,47,,,
2017,47,,,
2020,47,,,
2011,47,,,
2021,47,,,
2017,47,,,
2016,47,,,
2017,47,,,
2013,47,,,
2020,47,,,
2020,47,,,
2019,47,,,
2020,46,,,
2020,46,,,
2020,46,,,
2018,46,,,
2020,46,,,
1993,46,,,
2013,46,,,
2018,46,,,
2018,46,,,
2019,46,,,
2003,46,,,
1989,46,,,
2020,46,,,
2016,46,,,
2018,46,,,
2018,46,,,
2018,46,,,
2019,46,,,
2016,46,,,
2019,46,,,
2016,46,,,
2017,46,,,
2017,46,,,
2016,46,,,
2020,46,,,
2007,46,,,
1997,46,,,
2019,46,,,
2012,46,,,
2017,46,,,
2019,46,,,
2019,46,,,
2019,46,,,
2019,46,,,
2015,46,,,
2004,46,,,
2011,46,,,
2019,46,,,
2021,46,,,
2014,46,,,
2010,46,,,
2017,46,,,
2018,46,,,
2021,46,,,
2010,46,,,
2007,46,,,
2020,46,,,
2015,46,,,
2017,46,,,
1999,46,,,
2020,46,,,
2021,46,,,
2017,46,,,
2018,46,,,
2019,46,,,
2014,46,,,
2019,46,,,
1993,46,,,
1987,46,,,
2020,46,,,
2018,46,,,
2019,46,,,
2017,46,,,
2020,46,,,
2019,46,,,
2016,46,,,
2020,46,,,
2018,46,,,
2021,46,,,
2018,46,,,
2004,46,,,
2021,46,,,
2019,46,,,
1999,46,,,
2017,46,,,
1995,46,,,
2016,46,,,
2017,46,,,
2018,46,,,
2019,46,,,
1974,46,,,
2016,46,,,
2019,46,,,
2018,46,,,
2006,46,,,
2019,46,,,
2019,46,,,
2014,46,,,
2018,46,,,
2020,46,,,
2008,46,,,
2019,46,,,
2020,46,,,
2016,46,,,
2016,46,,,
1990,46,,,
2018,46,,,
2014,46,,,
2019,46,,,
2020,46,,,
2020,46,,,
2016,46,,,
2018,46,,,
2019,46,,,
2020,46,,,
2015,46,,,
2017,46,,,
2017,46,,,
2019,46,,,
2015,46,,,
2015,46,,,
2019,46,,,
2006,46,,,
2019,46,,,
2016,46,,,
2021,46,,,
2018,46,,,
1980,46,,,
2017,46,,,
2019,46,,,
2020,46,,,
2016,46,,,
2017,45,,,
2011,45,,,
2018,45,,,
2017,45,,,
1986,45,,,
2014,45,,,45
2020,45,,,
2019,45,,,
2019,45,,,
2018,45,,,
1992,45,45,,
2018,45,,,
1991,45,,,
2017,45,,,
2017,45,,,
2016,45,,,
2020,45,,,
2018,45,,,
2014,45,,,
2015,45,,,
2020,45,,,
2017,45,,,
2017,45,,,
2019,45,,,
1993,45,,,
2021,45,,,
2015,45,,,
2021,45,,,
2020,45,,,
2011,45,,,
2017,45,,,
2019,45,,,
2017,45,,,
2019,45,,,
2021,45,,,
2019,45,,,
2013,45,,,
2020,45,,,
2019,45,,,
2017,45,,,
2016,45,,,
2011,45,,,
2021,45,,,
2018,45,,,
2015,45,,,
2019,45,,,
2017,45,,,
2020,45,,,
2018,45,,,
2018,45,,,
2013,45,,,
2019,45,,,
2020,45,,,
2020,45,,,
2021,45,,,
2015,45,,,
2019,45,,,
2020,45,,,
2019,45,,,
2021,45,,,
1980,45,,,
2013,45,,,
2017,45,,,
2009,45,,,
2020,45,,,
2019,45,,,
2013,45,,,
2016,45,,,
2018,45,,,
2018,45,,,
2020,45,,,
2016,45,,,
2011,45,,,
2019,45,,,
2017,45,,,
2019,45,,,
2018,45,,,
2020,45,,,
1966,44,,,
2015,44,,,
2018,44,,,
2019,44,,,
2018,44,,,
2013,44,,,
2008,44,,,
2020,44,,,
2018,44,,,
2020,44,,,
2017,44,,,
2019,44,,,
2019,44,,,
2019,44,,,
2017,44,,,
2013,44,,,
2019,44,,,
2021,44,,,
2017,44,,,
2017,44,,,
2019,44,,,
2018,44,,,
2014,44,,,
2020,44,,,
2017,44,,,
2010,44,,,
2020,44,,,
2019,44,,,
2010,44,,,
2020,44,,,
2019,44,,,
2019,44,,,
2017,44,,,
2021,44,,,
2019,44,,,
2015,44,,,
2020,44,,,
1991,44,,,
1988,44,,,
2013,44,,,
2021,44,,,
2019,44,,,
2008,44,,,
2012,44,,,
2020,44,,,
2013,44,,,
2021,44,,,
2014,44,,,
2020,44,,,
2019,44,,,
2019,44,,,
2019,44,,,
2021,44,,,
2020,44,,,
2020,44,,,
2018,44,,,
2021,44,,,
2012,44,,,
2021,44,,,
2020,44,,,
2016,44,,,
2018,44,,,
2018,44,,,
2018,44,,,
2017,44,,,
2020,44,,,
2020,44,,,
2018,44,,,
2018,44,,,
2017,44,,,
2019,44,,,
2018,44,,,
2018,44,,,
2009,44,,,
2019,44,,,
2020,44,,,
2021,44,,,
2018,44,,,
2016,44,,,
2020,44,,,
2017,44,,,
2020,44,,,
2002,44,,,
1971,44,,,
2017,44,,,
2018,44,,,
2015,44,,,
1975,44,,,
2019,44,,,
2012,44,,,
2015,44,,,
2019,44,,,
2020,44,,,
2004,44,,,
2016,44,,,
2020,44,,,
1956,44,,,
2018,44,,,
2015,44,,,
2018,44,,,
2018,44,44,,
2016,44,,,
2018,44,,,
1969,44,,,
2020,44,,,
2016,44,,,
2007,44,,,
2018,43,,,
2012,43,,,
2008,43,,,
2009,43,,,
2017,43,,,
2015,43,,,
2019,43,,,
2018,43,,,
2020,43,,,
2014,43,,,
2018,43,,,
2010,43,,,
2020,43,,,
1991,43,,,
2014,43,43,,
2019,43,,,
2015,43,,,
2015,43,,,
2019,43,,,
2019,43,,,
2018,43,,,
2019,43,,,
2019,43,,,
2004,43,,,
2020,43,,,
2020,43,,,
2018,43,,,
2018,43,,,
2020,43,,,
2015,43,,,
2020,43,,,
2017,43,,,
2019,43,,,
2018,43,,,
2017,43,43,,
2003,43,,,
2021,43,,,
2019,43,,,
2019,43,,,
2017,43,,,
2020,43,,,
2020,43,,,
2019,43,,,
2013,43,,,
2012,43,,,
2021,43,,,
2020,43,,,
1992,43,,,
2020,43,,,
2020,43,,,
2020,43,,,
2019,43,,,
2016,43,,,
2017,43,,,
1994,43,,,
2018,43,,,
2010,43,,,
2017,43,,,
2021,43,,,
2021,43,,,
2015,43,,,
2020,43,,,
2016,43,,,
2008,43,,,
2019,43,,,
2018,43,,,
2019,43,,,
2005,43,,,
2020,43,,,
2019,43,,,
1988,43,,,
2020,43,,,
2019,43,,,
2017,43,,,
2017,43,,,
2019,43,,,
2016,43,,,
2020,43,,,
2018,43,,,
2018,43,,,
2018,43,,,
2016,43,,,
2021,43,,,
2016,43,,,
2019,43,,,
2018,43,,,
2008,43,,,
2020,43,,,
2017,43,,,
1985,43,,,
2020,43,,,
2005,43,,,
2014,43,,,
2010,43,,,
2021,43,,,
2012,43,,,
2019,42,,,
2017,42,,,
2018,42,,,
2019,42,,,
2011,42,,,
2019,42,,,
2018,42,,,
2018,42,,,
2019,42,,,
2014,42,,,
2019,42,,,
2019,42,,,
2016,42,,,
2019,42,,,
2008,42,,,
2020,42,,,
2017,42,,,
2017,42,,,
2018,42,,,
2019,42,,,
2020,42,,,
2017,42,,,
2017,42,,,
2018,42,,,
2017,42,,,
2015,42,,,
2014,42,,,
2020,42,,,
2019,42,42,,
2019,42,,,
2018,42,,,
2020,42,,,
2019,42,,,
2002,42,,,
2012,42,,,
2015,42,,,
2021,42,,,
1990,42,,,
2009,42,,,
1985,42,,,
2016,42,,,
2014,42,,,
1986,42,,,
2018,42,,,
2001,42,,,
2018,42,,,
2015,42,,,
2020,42,,,
2018,42,,,
2019,42,,,
2018,42,,,
2019,42,,,
2020,42,,,
2020,42,,,
2020,42,,,
2019,42,,,
2016,42,,,
2017,42,,,
2011,42,,,
2019,42,,,
2017,42,,,
2019,42,,,
2018,42,,,
2019,42,,,
2020,42,,,
1984,42,,,
2020,42,,,
2018,42,,,
2018,42,,,
2008,42,42,,
2018,42,,,
2013,42,,,
2016,42,,,
2017,42,,,
2018,42,,,
2016,42,,,
1973,42,,,
2016,42,,,
2013,42,,,
2016,42,,,
2018,42,,,
2016,42,,,
2017,42,,,
2018,42,,,
2020,42,,,
2020,42,,,
2019,42,,,
2020,42,,,
2003,42,,,
2018,42,,,
2018,41,,,
2017,41,,,
2015,41,,,
2016,41,,,
2019,41,,,
2017,41,,,
2020,41,,,
2018,41,,,
2018,41,,,
2020,41,,,
1975,41,,,
2018,41,,,
2013,41,,,
2013,41,,,
2018,41,,,
2018,41,,,
1986,41,,,
2017,41,,,
2018,41,,,
2019,41,,,
2009,41,,,
2019,41,,,
2014,41,,,
2009,41,,,
2018,41,,,
2021,41,,,
2019,41,,,
2019,41,,,
2020,41,,,
2013,41,,,
2012,41,,,
2013,41,,,
2014,41,41,,
2018,41,,,
2019,41,,,
2020,41,,,
2019,41,,,
2018,41,,,
2019,41,,,
2018,41,,,
2018,41,,,
2019,41,,,
2014,41,,,
2016,41,,,
2015,41,,,
2020,41,,,
2017,41,,,
1988,41,,,
2020,41,,,
2017,41,,,
2020,41,,,
2018,41,,,
2012,41,,,
2019,41,,,
2019,41,,,
2020,41,,,
2017,41,,,
2017,41,,,
2014,41,,,
2017,41,,,
2019,41,,,
2016,41,41,,
2019,41,,,
2020,41,,,
2020,41,,,
2019,41,,,
2018,41,,,
2016,41,,,
2012,41,,,
2013,41,,,
1993,41,,,
2019,41,,,
2018,41,,,
2019,41,,,
2020,41,,,
2019,41,,,
1983,41,,,
2017,41,,,
2019,41,,,
2019,41,,,
2020,41,,,
2015,41,,,
2018,41,,,
2019,41,,,
2019,41,,,
2021,41,,,
1996,41,,,
2017,41,,,
2012,41,,,
2014,41,,,
2015,41,,,
2016,41,,,
2014,41,,,
2018,41,,,
2016,41,,,
1960,41,,,
2019,40,,,
2019,40,,,
2018,40,,,
2017,40,,,
2019,40,,,
2014,40,,,
2017,40,,,
2018,40,,,
2020,40,,,
2001,40,,,
1959,40,,,
2018,40,,,
2014,40,,,
2005,40,,,
2019,40,,,
2012,40,40,,
2018,40,,,
2004,40,,,
2019,40,,,
2020,40,,,
2018,40,,,
2017,40,,,
1964,40,,,
2017,40,,,
2019,40,,,
2018,40,,,
2014,40,,,
2018,40,,,
2019,40,,,
2018,40,,,
2009,40,,,
2011,40,,,
2017,40,,,
2020,40,,,
2017,40,,,
2012,40,,,
2018,40,,,
2012,40,,,
2019,40,,,
2019,40,,,
2017,40,,,
2015,40,,,
2017,40,,,
2019,40,,,
2020,40,,,
2013,40,,,
2021,40,,,
1989,40,,,
2012,40,,,
2018,40,,,
2016,40,,,
1991,40,,,
2009,40,,,
2015,40,,,
2019,40,,,
2009,40,,,
2019,40,,,
2018,40,,,
2009,40,,,
2016,40,,,
2015,40,,,
2016,40,,,
1991,40,,,
2018,40,,,
2016,40,,,
2020,40,,,
2020,40,,,
2020,40,,,
2019,40,40,,
2018,40,,,
2017,40,,,
2019,40,,,
2019,40,,,
2020,40,,,
2021,40,,,
2021,40,,,
2017,40,,,
2020,40,,,
2019,40,,,
2020,40,,,
2020,40,,,
2013,40,,,
2019,40,,,
2020,40,,,
2018,40,,,
2016,40,,,
2009,39,,,
2009,39,,,
2020,39,,,
2019,39,,,
2011,39,,,
2018,39,,,
2018,39,,,
2020,39,,,
2020,39,,,
2017,39,,,
2015,39,,,
2017,39,,,
2008,39,,,
2007,39,,,
1984,39,,,
2017,39,,,
2010,39,,,
2020,39,,,
2019,39,,,
2019,39,,,
2020,39,,,
2016,39,,,
2020,39,,,
2018,39,,,
2017,39,,,
1987,39,,,
2018,39,,,
2016,39,,,
2009,39,,,
2019,39,,,
2017,39,,,
2020,39,39,,
2020,39,,,
2019,39,,,
2018,39,,,
2017,39,,,
2021,39,,,
2015,39,,,
2020,39,,,
2016,39,,,
2018,39,,,
2017,39,,,
2015,39,,,
2018,39,,,
2020,39,,,
2018,39,,,
2015,39,,,
2005,39,,,
2018,39,,,
2018,39,,,
2016,39,,,
2010,39,,,
2016,39,,,
1982,39,,,
2017,39,,,
2018,39,,,
2019,39,,,
2010,39,,,39
2017,39,,,
2012,39,,,
2019,39,,,
2020,39,,,
2018,39,,,
2019,39,,,
2002,39,,,
2016,39,,,
2016,39,,,
2019,39,,,
2017,39,,,
2016,39,,,
2014,39,,,
2012,39,,,
2020,39,,,
2018,39,,,
2019,39,,,
2018,39,,,
2018,39,,,
2018,39,,,
2020,39,,,
2020,39,,,
2017,39,,,
2017,39,,,
2016,39,,,
2019,39,,,
2018,39,,,
2012,39,,,
2018,39,,,
2020,39,,,
2020,39,,,
2018,39,,,
2011,38,,,
2011,38,,,
2007,38,,,
2018,38,,,
2019,38,,,
2020,38,,,
2017,38,,,
2018,38,,,
2017,38,,,
2020,38,,,
2016,38,,,
2017,38,,,
2019,38,,,
2019,38,,,
2020,38,,,
2003,38,,,
2016,38,,,
2017,38,,,
2018,38,,,
2016,38,,,
2019,38,,,
2006,38,,,
2015,38,,,
1991,38,,,
1979,38,,,
2019,38,,,
2013,38,,,
2020,38,,,
2015,38,,,
2013,38,,,
2018,38,,,
2016,38,,,
2012,38,,,
2011,38,,,
2017,38,,,
2017,38,,,
2016,38,,,
2006,38,,,
2020,38,,,
2013,38,,,
2019,38,,,
2017,38,,,
2013,38,,,
2020,38,,,
2019,38,,,
2016,38,,,
2017,38,,,
2019,38,,,
2019,38,,,
2010,38,38,,
2017,38,,,
2018,38,,,
2020,38,,,
2019,38,,,
2019,38,,,
2019,38,,,
2017,38,,,
2017,38,,,
2018,38,,,
2016,38,,,
2019,38,,,
2017,38,,,
2008,38,,,
2019,38,,,
2018,37,,,
2020,37,,,
2019,37,,,
2019,37,,,
2019,37,,,
1998,37,,,
2019,37,,,
2020,37,,,
2016,37,,,
2013,37,,,
2012,37,,,
2018,37,,,
2019,37,,,
2019,37,,,
2020,37,,,
2019,37,,,
2018,37,,,
2017,37,,,
2016,37,,,
2018,37,,,
2017,37,,,
2015,37,,,
2019,37,,,
2018,37,,,
2018,37,,,
2019,37,,,
2019,37,,,
2019,37,,,
2014,37,,,
2019,37,,,
2014,37,,,
2020,37,,,
2017,37,,,
2019,37,,,
2017,37,,,
2020,37,,,
2020,37,,,
2016,37,,,
2019,37,,,
2014,37,,,
2018,37,,,
2019,37,,,
2019,37,,,
2002,37,,,
2016,37,,,
2016,37,,,
2019,37,,,
2013,37,,,
2019,37,,,
2018,37,,,
2020,37,,,
2013,37,,,
2017,37,,,
2006,36,,,
2004,36,,,
2015,36,,,
2019,36,,,
2018,36,,,
2020,36,,,
2015,36,,,
2016,36,,,
2020,36,,,
2019,36,,,
2021,36,,,
2019,36,,,
2018,36,,,
2019,36,,,
